article_id,article_header,coder,ldi,relevant,start_date,end_date,date_precision,site_name,site_location,site_type,initiator,group_at_site,damage_type
03-2022-236,Russians take aim at urban areas,Marvin Nathan,2026-01-22 23:13:48,Yes,,,March 2022,Babi Yar Holocaust memorial,,Memorial,Russian forces,,Airstrike
12-2023-28,Ukraine’s heritage suffers worst damage since Second World War,Marvin Nathan,2026-01-22 23:15:01,Yes,,,,Boldyni Hory,,"Place of burial (shrine, mausoleum, tomb, grave)",Russian forces,,Deface/desecrate/vandalize
06-2022-17,Ukraine reports more than 300 historic sites destroyed by Russian invasion,Marvin Nathan,2026-01-22 23:16:02,Yes,,,,Holy Faithful Queen Tamara Church,Kharkov,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilians,Airstrike
09-2023-24,,Marvin Nathan,2026-01-22 23:18:08,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2024-58,"Works of art and entire collections plundered by the Russians: there is a ""systematic campaign to decimate Ukraine's cultural identity""",Marvin Nathan,2026-01-22 23:19:23,Yes,,,February 2022,Kherson Museum of Art,Kherson,Museum,Russian forces,,Looting/stealing
02-2024-14,"Italy gives € 500,000 for the restoration of Odessa's Orthodox Cathedral shelled by Russia",Marvin Nathan,2026-01-22 23:20:12,Yes,07/23/2023,07/23/2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilians,Airstrike
07-2024-125,,Marvin Nathan,2026-01-22 23:20:24,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-272,,Marvin Nathan,2026-01-22 23:23:37,Yes,,,2023,Cultural Center for Folk Art and Art Education,Mykolaiv,Gallery,Russian forces,,Airstrike
08-2023-179,Ukraine asks UNESCO to expel Russia after Chernihiv strike,Marvin Nathan,2026-01-22 23:23:49,No,,,2023,,,Gallery,,,Airstrike
07-2023-63,Russians attack Transfiguration Cathedral in Odesa,Marvin Nathan,2026-01-22 23:24:45,Yes,07/23/2023,07/23/2023,2023,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,Ukrainian civilians,Airstrike
04-2022-261,UKRAINE REPORTS OVER 240 CASES OF DAMAGE TO CULTURAL HERITAGE BY RUSSIAN FORCES,Marvin Nathan,2026-01-22 23:25:08,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
02-2023-10,Ukraine : First Lady of Ukraine had a meeting with the Minister of Culture of France,Marvin Nathan,2026-01-22 23:25:21,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
11-2023-68,,Marvin Nathan,2026-01-22 23:25:46,No,,,2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
10-2022-13,"Russia/Ukraine: Russia's Destruction of Ukraine Culture on Industrial Scale, Officials Say",Marvin Nathan,2026-01-22 23:26:58,Yes,,,2022,Melitopol Museum,Melitopol,Museum,Russian forces,,Looting/stealing
09-2023-119,,Marvin Nathan,2026-01-22 23:27:14,No,,,,,,Museum,,,Looting/stealing
07-2023-609,,Marvin Nathan,2026-01-22 23:28:13,No,,,,,,Museum,,,Looting/stealing
03-2022-130,,Marvin Nathan,2026-01-22 23:28:34,No,,,,,,Museum,,,Looting/stealing
06-2022-42,,Marvin Nathan,2026-01-22 23:28:45,No,,,,,,Museum,,,Looting/stealing
06-2022-6,Russian troops destroy 43 religious buildings in Donetsk: Official,Marvin Nathan,2026-01-22 23:29:33,Yes,,,,Sviatohirsk Lavra Monastery,Donetsk,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
02-2023-57,TARGETED DESTRUCTION OF UKRAINE'S CULTURE MUST STOP: UN EXPERTS,Marvin Nathan,2026-01-22 23:29:50,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-320,,Marvin Nathan,2026-01-22 23:30:39,Yes,,,July 2023,Ivankiv Museum,Ivankiv,Museum,Russian forces,,Airstrike
07-2023-287,,Marvin Nathan,2026-01-22 23:31:35,Yes,,,July 2023," The Archaeological Museum, the Maritime Museum and the Museum of Literature",Odesa,Museum,Russian forces,,Airstrike
11-2022-30,Fordham Law School: 30th Annual IPLJ Symposium Looks at Legal Efforts to Protect Ukrainian Cultural Heritage,Marvin Nathan,2026-01-22 23:35:10,No,,,July 2023,,,Museum,,,Airstrike
11-2024-111,,Marvin Nathan,2026-01-22 23:36:18,Yes,,,,Polina Raiko’s House,Kakhovka,Other,Russian forces,,Airstrike
11-2023-80,,Marvin Nathan,2026-01-22 23:36:36,No,,,,,,Other,,,Airstrike
08-2023-84,Russian shelling hits a landmark church in the Ukrainian city of Kherson,Marvin Nathan,2026-01-22 23:38:10,No,,,,,,Other,,,Airstrike
07-2023-495,"Russia maintains air strikes on Ukraine's export grain stores; Drone and missile attacks helping to drive up food prices in countries facing hunger, UN chief warns",Marvin Nathan,2026-01-22 23:39:01,No,,,,,,Other,,,Airstrike
07-2023-136,,Marvin Nathan,2026-01-22 23:39:52,Yes,07/23/2023,07/23/2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
12-2024-7,Ukraine and Russia accuse each other of attacks on historic buildings in recent hours,Marvin Nathan,2026-01-22 23:40:38,Yes,,,December 2024, Cathedral of St. Nicholas,Kyiv,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
10-2022-363,Putin says response to more Ukrainian attacks will be 'severe',Marvin Nathan,2026-01-22 23:41:27,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-203,"EFE International's Topics of the Day for July 25, 2023 (10.00 GMT)",Marvin Nathan,2026-01-22 23:41:47,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
04-2023-122,,Marvin Nathan,2026-01-22 23:42:42,Yes,,,April 2023,Kupiansk Museum,Kharkiv,Museum,Russian forces,,Airstrike
01-2023-156,,Marvin Nathan,2026-01-22 23:45:07,Yes,,,,Odesa Museum of Fine Arts and the Odesa Museum of Modern Art ,Odesa,Museum,Russian forces ,,Airstrike
08-2024-51,,Marvin Nathan,2026-01-22 23:45:55,Yes,,,,Kherson Regional Museum,Kherson,Museum,Russian forces,,Looting/stealing
11-2024-40,,Marvin Nathan,2026-01-22 23:46:31,No,,,,,,Museum,,,Looting/stealing
07-2022-22,,Marvin Nathan,2026-01-22 23:46:41,No,,,,,,Museum,,,Looting/stealing
03-2022-144,,Marvin Nathan,2026-01-22 23:47:22,No,,,,,,Museum,,,Looting/stealing
04-2023-225,Russian Drones Strike Ukraine's Port of Odesa: Officials,Marvin Nathan,2026-01-22 23:47:32,No,,,,,,Museum,,,Looting/stealing
07-2024-128,"Interpol recovers more than 6,000 works of art in European operation",Marvin Nathan,2026-01-22 23:47:45,No,,,,,,Museum,,,Looting/stealing
07-2023-302,,Marvin Nathan,2026-01-22 23:48:22,Yes,,,July 2023,Transfiguration Cathedral,Odessa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
11-2023-148,,Marvin Nathan,2026-01-22 23:48:49,No,,,July 2023,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
03-2022-225,,Marvin Nathan,2026-01-22 23:49:33,Yes,,,2022,Ivankiv Historical and Local History Museum,Ivankiv,Museum,Russian forces,,Fire
02-2024-53,"Ukraine needs nearly $9 billion to rebuild its cultural sites and tourism industry, UN agency says",Marvin Nathan,2026-01-22 23:50:53,No,,,2022,,,Museum,,,Fire
10-2024-11,Ukraine : Comment by the MFA of Ukraine regarding the Declaration of the Congress of Local and Regional Authorities of the Council of Europe on Russias Destruction of Ukraines Cultural Heritage,Marvin Nathan,2026-01-22 23:51:07,No,,,2022,,,Museum,,,Fire
04-2024-13,Ukraine lives with suffering and fatigue in long war with Russia,Marvin Nathan,2026-01-22 23:51:24,No,,,2022,,,Museum,,,Fire
11-2023-154,The Untold Story of Vienna's Global Influence,Marvin Nathan,2026-01-22 23:51:46,No,,,2022,,,Museum,,,Fire
07-2023-746,Russia Strikes Port City Of Odesa - Ukraine,Marvin Nathan,2026-01-22 23:52:40,Yes,07/23/2023,07/23/2023,2023,Transfiguration Cathedral,Russian forces,Museum,Russian forces,Civilians,Airstrike
03-2022-668,,Marvin Nathan,2026-01-22 23:52:57,No,,,2023,,,Museum,,,Airstrike
03-2022-103,Ukraine-Russia - Race to save Kyiv's cultural heritage from advancing Putin as artefacts buried and statues wrapped,Marvin Nathan,2026-01-22 23:56:44,Yes,,,March 2022,Ivankiv Museum,Ivankiv,Museum,Russian forces,,Fire
03-2022-238,,Marvin Nathan,2026-01-22 23:57:45,Yes,,,March 2022,Popov Manor House museum ,Vasylivka.,Museum,Russian forces,,Looting/stealing
07-2023-225,July 23 Russian missile attack on Odesa,Marvin Nathan,2026-01-22 23:57:53,No,,,March 2022,,,Museum,,,Looting/stealing
12-2022-31,,Marvin Nathan,2026-01-23 00:01:49,Yes,,,October 2022,Kherson Regional Art Museum,Kherson,Museum,Russian forces,,Looting/stealing
08-2023-151,Italy to help restore Odesa Cathedral after bombing,Marvin Nathan,2026-01-23 00:02:38,Yes,07/23/2023,07/23/2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civlians,Airstrike
11-2022-52,Retreating forces loot hundreds of rare artworks,Marvin Nathan,2026-01-23 00:04:26,Yes,,,2022,Oleksi Shovkunenko Art Museum ,Kherson,Museum,Russian forces,,Looting/stealing
07-2023-22,Russians attack Transfiguration Cathedral in Odesa,Marvin Nathan,2026-01-23 00:05:17,Yes,07/23/2023,07/23/2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilians,Airstrike
07-2023-70,,Marvin Nathan,2026-01-23 00:05:31,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
08-2022-180,"Ukraine : Due to the last enemy shelling, 2 cultural monuments were damaged in Marganka",Marvin Nathan,2026-01-23 00:05:46,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
09-2022-26,,Marvin Nathan,2026-01-23 00:06:30,Yes,,,July, Odesa Fine Arts Museum,Odesa,Museum,Russian forces,,Airstrike
06-2022-73,,Marvin Nathan,2026-01-23 00:08:22,Yes,,,,The Central House of Culture,Irpin,House of culture/culture house,Russian forces,,Airstrike
07-2023-319,,Marvin Nathan,2026-01-23 00:09:11,Yes,07/23/2023,07/23/2023,,Spaso-Preobrazhenskyi Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
04-2022-322,,Marvin Nathan,2026-01-23 00:09:43,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
02-2023-149,,Marvin Nathan,2026-01-23 00:09:54,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
02-2024-125,,Marvin Nathan,2026-01-23 00:10:03,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
06-2022-54,More than 150 cultural sites in Ukraine partially or totally destroyed: UNESCO,Marvin Nathan,2026-01-23 00:10:13,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-457,"New Russian attack destroyed part of the Transfiguration Cathedral in Odessa, Ukraine",Marvin Nathan,2026-01-23 00:10:51,Yes,,,,"Spaso-Preobrazhenskyi Cathedral,",Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilians,Airstrike
07-2023-325,Italian Delegation Visits Places Affected By Russia's Overnight Shelling In Odesa,Marvin Nathan,2026-01-23 00:11:03,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
12-2022-47,Putin calls for rebuilding museums in Ukrainian regions annexed by Russia,Marvin Nathan,2026-01-23 00:11:47,Yes,,,,Kherson Museum of Arts,Kherson,Museum,Russian forces,,Looting/stealing
05-2024-59,UKRAINE: Russians destroyed the monument to Nestor Makhno in Gulyai-Polye,Marvin Nathan,2026-01-23 00:12:24,Yes,,,,Nestor Makhno Monument,Gulyai-Polye,Monument,Russian forces,,Airstrike
05-2022-230,Channel 4 News - 5:05 PM GMT,Marvin Nathan,2026-01-23 00:15:04,No,,,,,,Monument,,,Airstrike
05-2022-230,Channel 4 News - 5:05 PM GMT,Marvin Nathan,2026-01-23 00:15:08,No,,,,,,Monument,,,Airstrike
07-2023-575,,Marvin Nathan,2026-01-24 00:07:42,Yes,07/23/2023,07/23/2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilians,Airstrike
03-2023-219,,Marvin Nathan,2026-01-24 00:08:02,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
01-2024-87,Russians destroy Roman Shukhevych Museum in Lviv,Marvin Nathan,2026-01-24 00:12:08,Yes,,1/1/2024,1/1/2024,Shukhevych Museum,Lviv,Museum,Russian forces,,Airstrike
07-2023-289,,Marvin Nathan,2026-01-24 00:13:47,Yes,,,,Odessa Orthodox Cathedral,Odessa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
06-2022-88,Over 150 cultural sites of Ukraine partially or totally destroyed - UNESCO,Marvin Nathan,2026-01-24 00:14:10,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
05-2022-151,,Marvin Nathan,2026-01-24 00:14:43,Yes,,,,Shukhevych Museum,,Museum,,,Airstrike
07-2023-139,"Netanyahu Gets Pacemaker Ahead Of Judicial Reform Vote; Thousands Protest Israel's Judicial Reform Plan; How Artificial Intelligence Is Already Working In Hollywood; Harman Leads With Final Round Of British Open Underway; Netherlands Handles Debutante Portugal, 1-0; France's Viral World Cup Ad Celebrates Women's Soccer; Russia Launches Fresh Attacks on Odesa; Special Counsel Calls Witnesses as Possible Indictment Loom; Trump Classified Documents Trial Set for May 2024; More Dangerous Heat on Tap for U.S. Today; Kansas Man Caught in Car Pounded by Golf-Ball Sized Hail; Heavy Rain Washes Out Baseball Game in Boston; Nearly 19,000 People Evacuated from Greek Isle Due to Fires. Aired 6-7a ET",Marvin Nathan,2026-01-24 00:16:19,No,,,,,,Museum,,,Airstrike
01-2024-27,Putin vows revenge for 'terrorist' attack,Marvin Nathan,2026-01-24 00:21:28,Yes,,,January 2024,Shukhevych Museum,Lviv,Museum,Russian forces,,Airstrike
02-2023-43,Russian rapporteurs accuse Russia of trying to erase Ukrainian culture in occupied areas,Marvin Nathan,2026-01-24 00:21:44,No,,,January 2024,,,Museum,,,Airstrike
10-2023-100,MCIP On European Film Festival Returning To Russia: It Is Crucial To Maintain Culture Sanctions,Marvin Nathan,2026-01-24 00:22:18,No,,,January 2024,,,Museum,,,Airstrike
07-2023-539,White House insists U.S. does not support attacks inside Russian territory,Marvin Nathan,2026-01-24 00:23:11,Yes,,,July 2023,"Archaeological Museum, the Maritime Museum, the Museum of Literature",Odesa,Museum,Russian forces,,Airstrike
10-2022-40,First the flowers... and then the conflict,Marvin Nathan,2026-01-24 00:23:32,No,,,July 2023,,,Museum,,,Airstrike
11-2022-192,"PBS NewsHour for November 24, 2022",Marvin Nathan,2026-01-24 00:24:12,Yes,,,2022,Kherson Art Museum,Kherson,Museum,Russian forces,,Looting/stealing
09-2022-27,,Marvin Nathan,2026-01-24 00:25:03,Yes,,,2022, Hryhorii Skovoroda house museum,Kharkiv,Museum,Russian forces,,Airstrike
11-2023-40,,Marvin Nathan,2026-01-24 00:26:48,Yes,11/5/2023,11/5/2023,,Odesa National Art Museum,Odesa,Museum,Russian forces,,Airstrike
09-2024-19,"Russian strike on Lviv: Dozens of casualties, historical heritage damaged",Marvin Nathan,2026-01-24 00:28:44,No,,,,,,Museum,,,Airstrike
07-2023-161,,Marvin Nathan,2026-01-24 00:28:54,No,,,,,,Museum,,,Airstrike
11-2023-17,,Marvin Nathan,2026-01-24 00:29:54,Yes,,,November 2023,Odesa National Art Museum,Odesa,Museum,Russian forces,,Airstrike
07-2023-30,BBC Radio 4 - 11:05 PM GMT,Marvin Nathan,2026-01-24 00:30:48,Yes,,,,Transfiguration Cathedral,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
12-2022-24,UKRAINE: RUSSIANS PILLAGE KHERSON CULTURAL INSTITUTIONS,Marvin Nathan,2026-01-24 00:32:38,Yes,10/24/2022,10/26/2022,,Kherson Regional Museum,Kherson,Museum,Russian forces,,Looting/stealing
08-2022-9,,Marvin Nathan,2026-01-24 00:34:06,Yes,,,2022,Mariupol Library,Mariupol,Library,Russian forces,,Looting/stealing
07-2023-754,Russia Strikes Port City Of Odesa - Ukraine,Marvin Nathan,2026-01-24 00:34:15,No,,,2022,,,Library,,,Looting/stealing
07-2023-339,,Marvin Nathan,2026-01-24 00:34:46,No,,,2022,,,Library,,,Looting/stealing
03-2024-107,"Tender Notice: Museum of Prominent Figures of Ukrainian Culture Lesya Ukrainka, Mykola Lysenko, Panas Saksaganskyi, Mykhailo Starytskyi Seeks ""Restoration of A Non-Residential Building (Historical Monument of Local Importance) Located at 96 Zhilyanska St. in The Holosiivskyi District of Kyiv, Damaged as A Result of The Russian Federationand#39;s Military Aggression. Emergency Works.""",Marvin Nathan,2026-01-24 00:34:54,No,,,2022,,,Library,,,Looting/stealing
09-2022-158,Four children injured at Chernihiv ammo expo in grenade launcher accident,Marvin Nathan,2026-01-24 00:35:02,No,,,2022,,,Library,,,Looting/stealing
09-2022-81,Culture under fire,Marvin Nathan,2026-01-24 00:35:29,No,,,2022,,,Library,,,Looting/stealing
10-2022-43,President Volodymyr Zelenskyy : :We prepared the nomination file of Odesa for inclusion in the World Heritage List UNESCO,Marvin Nathan,2026-01-24 00:36:31,Yes,,,2022,Shevchenko University,,Other,Russian forces,,Airstrike
02-2023-284,White House unveils $2B in weapons for Ukraine on one-year anniversary of Russian invasion,Marvin Nathan,2026-01-24 00:38:22,No,,,2022,,,Other,,,Airstrike
07-2023-747,,Marvin Nathan,2026-01-24 00:38:33,No,,,2022,,,Other,,,Airstrike
07-2023-747,,Marvin Nathan,2026-01-24 00:38:36,No,,,2022,,,Other,,,Airstrike
12-2022-66,"Russian forces systematically stealing Ukrainian art, cultural artifacts",Marvin Nathan,2026-01-24 00:54:14,Yes,,,2022,Kherson Art Museum,Kherson,Museum,Russian forces,,Looting/stealing
01-2024-88,,Marvin Nathan,2026-01-24 00:55:16,Yes,,,,Roman Shukhevich Museum,Lviv,Museum,Russian forces,,Airstrike
09-2023-5,,Marvin Nathan,2026-01-24 00:57:46,Yes,,,,Orthodox Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
04-2023-98,Top Shots: Compelling Images From Across Our Region,Marvin Nathan,2026-01-24 00:58:04,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-646,UNESCO condemns bombing of 'historic building' in Lviv,Marvin Nathan,2026-01-24 00:59:03,Yes,,,July 2023,"Lviv - the Ensemble of the Historic Centre'.""",Lviv,Other,Russia forces,,Airstrike
04-2022-95,War in Ukraine: latest news from the conflict with Russia today April 1.,Marvin Nathan,2026-01-24 00:59:36,No,,,,,,Other,,,Airstrike
08-2023-8,,Marvin Nathan,2026-01-24 01:00:15,Yes,,,,Odesa National Academic Opera and Ballet Theater,Odesa,Opera/theatre,Russian forces,,Airstrike
03-2023-10,,Marvin Nathan,2026-01-24 01:00:40,No,,,,,,Opera/theatre,,,Airstrike
03-2022-190,Russia-Ukraine war: Russian bomb damaged monument to Holocaust victims in Kiev,Marvin Nathan,2026-01-24 01:01:52,Yes,,,2022, Babi Yar memorial,Kyiv,"Place of burial (shrine, mausoleum, tomb, grave)",Russian forces,,Airstrike
05-2023-90,,Marvin Nathan,2026-01-24 01:02:00,No,,,2022,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Airstrike
01-2024-28,Russia targets Ukraine with record 90 combat drones at turn of year,Marvin Nathan,2026-01-24 01:02:13,No,,,2022,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Airstrike
05-2022-221,,Marvin Nathan,2026-01-24 01:02:25,No,,,2022,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Airstrike
07-2023-130,"Sunday, July 23, 2023 (18.00 GMT)",Marvin Nathan,2026-01-24 01:02:52,No,,,2022,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Airstrike
07-2024-109,"Ministry of Culture: 453,500 museum objects evacuated due to war, about 35,000 missing",Marvin Nathan,2026-01-24 01:04:48,No,,,2022,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Airstrike
03-2022-93,,Marvin Nathan,2026-01-24 01:05:02,No,,,2022,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Airstrike
01-2024-133,Museum Of Stolen Ukrainian Items Opened In Russia,Marvin Nathan,2026-01-24 01:05:20,No,,,2022,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Airstrike
08-2023-162,,Marvin Nathan,2026-01-24 01:05:35,No,,,2022,,,"Place of burial (shrine, mausoleum, tomb, grave)",,,Airstrike
05-2022-4,Destruction of cultural sites in Ukraine puts country's identity in peril,Marvin Nathan,2026-01-24 01:06:38,Yes,,,2022,Melitopol Museum,Melitopol,Museum,Russian forces,,Looting/stealing
02-2023-4,No place for Russian ‘culture’ when it’s committing cultural genocide in Ukraine,Marvin Nathan,2026-01-24 01:07:32,Yes,03/16/2022,03/16/2022,2022,Mariupol drama theatre,Mariupol ,Opera/theatre,Russian forces,civilians,Airstrike
02-2024-132,PM Shmyhal: Losses In Culture And Tourism Sector Estimated At $19.6B,Marvin Nathan,2026-01-24 01:09:14,No,,,2022,,,Opera/theatre,,,Airstrike
07-2023-665,Residents in Odesa clear rubble after sustained Russian shelling,Marvin Nathan,2026-01-24 01:09:25,No,,,2022,,,Opera/theatre,,,Airstrike
09-2023-61,,Marvin Nathan,2026-01-24 01:10:06,Yes,02/25/2022,02/25/2022,2022,Kiev oblast,Kyiv,Museum,Russian forces,,Airstrike
12-2023-54,,Marvin Nathan,2026-01-24 01:10:58,Yes,07//23/2023,07/23/2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
07-2023-277,,Marvin Nathan,2026-01-24 01:11:48,Yes,,,July 2023,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
12-2024-28,,Marvin Nathan,2026-01-24 01:13:02,Yes,,,,Kharkiv Literature Museum,Kharkiv,Museum,Russian forces,,Airstrike
07-2023-753,Russia Strikes Port City Of Odesa - Ukraine,Marvin Nathan,2026-01-24 01:13:39,Yes,07/23/2023,07/23/2023,,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilians,Airstrike
08-2024-21,"Ukraine : Japan will continue to provide comprehensive support to Ukraine, particularly in the fields of culture and media",Marvin Nathan,2026-01-24 01:13:54,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
03-2022-196,,Marvin Nathan,2026-01-24 01:14:00,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
07-2023-531,,Marvin Nathan,2026-01-24 01:14:34,Yes,,,July 2023,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilians,Airstrike
07-2023-731,US Rejoins UN Cultural and Educational Organization,Marvin Nathan,2026-01-24 01:14:51,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
10-2022-221,Joins BBC News - 01:31 AM GMT,Marvin Nathan,2026-01-24 01:15:01,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
03-2022-183,,Marvin Nathan,2026-01-24 01:15:18,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
03-2022-419,"Unable to Seize Kharkiv, Russia Destroys It",Marvin Nathan,2026-01-24 01:16:40,Yes,,,February 2022,Freedom Square,Kharkiv,Other,Russian forces,Civilians,Airstrike
07-2023-692,BBC Weekend News - 12:00 AM GMT,Marvin Nathan,2026-01-24 01:17:42,Yes,07/23/2023,07/23/2023,, Transfiguration Cathedra,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,civilians,Airstrike
04-2022-71,Russian attacks on civilian targets wiped out daily life in Ukraine,Marvin Nathan,2026-01-24 01:18:30,No,,,,,,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",,,Airstrike
10-2024-24,"Russian forces attack Kharkiv city centre with guided bombs: monument of national significance damaged, nine people injured - photos",Marvin Nathan,2026-01-24 01:19:24,Yes,10/28/2024,10/28/2024,, Derzhprom,Kharkiv,Monument,Russian forces,,"Explosion (bomb, explosive detonation)"
05-2022-181,,Marvin Nathan,2026-01-24 01:19:56,Yes,,,April 2022,Hryhorii Skovoroda Museum,Kharkiv,Museum,Russian forces,,Airstrike
10-2022-16,,Marvin Nathan,2026-01-24 01:20:42,No,,,April 2022,,,Museum,,,Airstrike
09-2024-1,,Marvin Nathan,2026-01-24 01:21:15,No,,,April 2022,,,Museum,,,Airstrike
10-2022-11,,Marvin Nathan,2026-01-24 01:21:52,Yes,,,October 2022,Khanenko Museum,Kyiv,Museum,Russian forces,,Airstrike
11-2022-40,Kherson’s museums now display shattered cases and missing treasures.; Photographs of War,Marvin Nathan,2026-01-24 01:22:47,Yes,,,November 2022, Kherson Art Museum,Kherson,Museum,Russian forces,,Looting/stealing
07-2023-508,Russia purposefully hits Odesa's historic part - Defense Intelligence,Marvin Nathan,2026-01-24 01:24:01,Yes,,,July 2023,Transfiguration Cathedral,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
04-2022-12,UNESCO: More than 50 cultural heritage sites in Ukraine affected by Russian invasion -- Brownstein: Conductor Boris Brott 'wasn't 78 years old - he was 78 years young' -- Brownstein: Conductor Boris Brott 'wasn't 78 years old - he was 78 years young',Marvin Nathan,2026-01-24 01:25:43,Yes,,,2022,State Opera and Ballet Theater,Kharkiv,Opera/theatre,Russian forces,,Airstrike
02-2023-283,White House unveils $2B in weapons for Ukraine on one-year anniversary of Russian invasion,Marvin Nathan,2026-01-24 01:25:56,No,,,2022,,,Opera/theatre,,,Airstrike
07-2023-356,"Zelenski recalls that the Odessa Cathedral ""was already looted and destroyed by the Bolsheviks"" in 1936.",Marvin Nathan,2026-01-24 01:26:47,Yes,07/22/2023,07/22/2023,,Cathedral of Christ the Savior,Odesa,"Place of worship (mosque, church, synagogue, cathedral, temple, chapel)",Russian forces,,Airstrike
10-2022-22,,Marvin Nathan,2026-01-24 01:28:53,Yes,,,2022,Museum of Local History ,Melitopol ,Museum,Russian forces,,Looting/stealing
01-2024-42,Putin pledges to keep punishing Ukraine for attacks on Russia,Marvin Nathan,2026-01-24 01:29:23,Yes,,,2022,Roman Shukhevych Museum,Lviv,Museum,Russian forces,,Airstrike
03-2023-127,,Marvin Nathan,2026-01-24 01:30:40,No,,,,,,Museum,,,Airstrike
